Org Name,Endpoint,Audience,Route
Jungmoon M Bae Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75657,Provider,Direct
JUNPER HEALTH  INC ,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10041084,Provider,Direct
Jupiter Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10028581,Provider,Direct
Jusuf Zlatanic MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10065543,Provider,Direct
Kalpesh Amin Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10981391,Provider,Direct
Kamran V Nia Md Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10981471,Provider,Direct
Kansas Surgical Consultants,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58203,Provider,Direct
Kari G Frano DO,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77805,Provider,Direct
Karl Kosse Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70054,Provider,Direct
Karle Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0010879,Provider,Direct
Karu Medical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57975,Provider,Direct
Katy Internal Medicine Associates L.L.P,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10055480,Provider,Direct
Kaushal Pediatric Services Ltd,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10018258,Provider,Direct
Kay Stephens Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76574,Provider,Direct
Keith Johnstone Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70036KP,Provider,Direct
Kenly Medical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011519,Provider,Direct
Kevin S Lee Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77386,Provider,Direct
Khalid Razzaq Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75248,Provider,Direct
Khiem PV Nguyen Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/78091,Provider,Direct
Kid Are Great Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71129,Provider,Direct
Kid Care Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033036,Provider,Direct
KidMed,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11416842,Provider,Direct
Kids 1st Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72723,Provider,Direct
Kids Alliance Pediatric Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10046515,Provider,Direct
Kids Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76519,Provider,Direct
Kids Choice Pediatrics  LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70036JL,Provider,Direct
Kids First Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10020075,Provider,Direct
Kidschoice Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75736,Provider,Direct
King Family Medical,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10063009,Provider,Direct
Kinston Head & Neck Physicians & Surgeons,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11398844,Provider,Direct
Kinston Podiatry Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10064373,Provider,Direct
Klein Medical Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72403,Provider,Direct
Knee and Shoulder Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10006393,Provider,Direct
Kufoy Medical Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58590,Provider,Direct
Kusum M Ohri MD Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11009841,Provider,Direct
La Cueva Family Healthcare Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/69994,Provider,Direct
La Red Health Ctr,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10042378,Provider,Direct
Laboda Pediatric Center Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72113,Provider,Direct
Lafayette Psychiatric Services,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72252,Provider,Direct
LaGraize Medical LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10024183,Provider,Direct
Lagrange Family Care Doctors,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011297,Provider,Direct
Lagrange Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10037639,Provider,Direct
Lake Area Physician Services Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59349,Provider,Direct
Lake Heart Specialists,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10038757,Provider,Direct
Lakeshore Allergy,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10021830,Provider,Direct
Lakeside Neurology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10127756,Provider,Direct
Lakeside Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035187,Provider,Direct
Lakewood Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10032725,Provider,Direct
Lakshma Tiyyagura Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75467,Provider,Direct
Lancaster Skin Center Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10063205,Provider,Direct
Lansing Institute of Urology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10388851,Provider,Direct
Lansing Surgical Assoc PLLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10019140,Provider,Direct
Laplata Urology Center Llc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10919,Provider,Direct
LATOUCHE PEDIATRICS,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10049491,Provider,Direct
Laura Morgan Md Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74899,Provider,Direct
Laureate Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10036320,Provider,Direct
Laurel ENT and Allergy PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57990,Provider,Direct
Lawrence J Rueff,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062144,Provider,Direct
Lawrence Lipnik Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58294,Provider,Direct
Lawrence R Jackson Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72392,Provider,Direct
Leachman Cardiology Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58247,Provider,Direct
Lehigh Valley Pediatric Associates INC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035630,Provider,Direct
Leja MD Loretta A,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10037079,Provider,Direct
Lenawee Adult & Pediatric Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10045120,Provider,Direct
Leon Baginski MD Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10150775,Provider,Direct
Les A. Burns  Md  Pa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/8538,Provider,Direct
Lexington Foot And Ankle,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10009450,Provider,Direct
Lexington Surgeons,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10032229,Provider,Direct
Liberty Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57666,Provider,Direct
Lifebridge Community Pulmonology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10039196,Provider,Direct
Lifecare Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11257846,Provider,Direct
Lifetime Family Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58105,Provider,Direct
LifeWay Health,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11042841,Provider,Direct
Lincoln Pediatrics Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10017457,Provider,Direct
Lisa Robles Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77204,Provider,Direct
Litchfield Family Practice Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10036641,Provider,Direct
Lloyd Moss Free Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062675,Provider,Direct
London Women s Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57097,Provider,Direct
Lone Star Family Health Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10020934,Provider,Direct
Long Island Neurosurgical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10040532,Provider,Direct
Los Angeles LGBT Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/60317,Provider,Direct
Los Angeles Orthopaedic Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76289,Provider,Direct
Louis P Coates LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10019871,Provider,Direct
Louisville Pulmonary Care  PLLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033054,Provider,Direct
Lowcountry Urology Clinics PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11445841,Provider,Direct
Lubbock Nephrology Assoc Pa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77739,Provider,Direct
Lung Associates of Sarasota,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10086560,Provider,Direct
Lung Center Of Nevada,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70372,Provider,Direct
Lung Clinic Center for Sleep Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10359860,Provider,Direct
M Ammar Katerji Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76426,Provider,Direct
MacGregor Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59382,Provider,Direct
Mackey Family Practice,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0900394,Provider,Direct
Mackinac Straits Health System,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10156688,Provider,Direct
Macomb Medical ClinicMI,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0008278,Provider,Direct
Macoupin Family Practice Centers  LLP,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10025934,Provider,Direct
Madison County Medical Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59713,Provider,Direct
MAHEC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10030851,Provider,Direct
Main Street Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56315,Provider,Direct
Main Street Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10029714,Provider,Direct
Makoto Iwahara Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10021348,Provider,Direct
Manchester Ear Nose  Throat Center LLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/366,Provider,Direct
Manuli Internal Medicine PLLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57741,Provider,Direct
Maple Medical Services Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73554,Provider,Direct
Maplecrest Medical,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77511,Provider,Direct
Marc Janis Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77938,Provider,Direct
Maria Cristina Atienza Md Psc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76119,Provider,Direct
Mariaelena GonzalezSozer Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76650,Provider,Direct
Marquette Internal Medicine & Pediatric Associates P.C.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0005394F,Provider,Direct
Marquette Internal Medicine & Pediatric Associates P.C.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10756842,Provider,Direct
Marshall Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10032031,Provider,Direct
Martin P. Lanoff MD  SC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10688842,Provider,Direct
Mary Ibrahim Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73079,Provider,Direct
Maryam Rahnemun Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72088,Provider,Direct
Maryland Neurological Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/71949,Provider,Direct
Maryland Podiatry Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73744,Provider,Direct
Mason H Long MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/62916,Provider,Direct
Maternally Yours Family Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11633841,Provider,Direct
Matthew Lief MD PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72982E,Provider,Direct
Mazen Khusayem Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70579,Provider,Direct
McCook Clinic PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10063181,Provider,Direct
McKenzie Wilfred MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56872,Provider,Direct
Md Electrodiagnosis Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74578,Provider,Direct
Med Center 1,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/6609,Provider,Direct
Med Edge - N. Raleigh Ped. Grp,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/58688,Provider,Direct
Med North Group  PLLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10142895,Provider,Direct
Med Specialists Of Madison Co,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70226,Provider,Direct
Medical & Surgical Clinics of Magee,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10392841,Provider,Direct
Medical & Surgical Clinics of Magee,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/59565,Provider,Direct
Medical Associates of North Georgia,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10023127,Provider,Direct
Medical Associates Plus,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10049942,Provider,Direct
Medical Diagnostic Imaging Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/5100223,Provider,Direct
Medsupport dba Argus Healthcare Solution,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10041884,Provider,Direct
Melanie C Firman Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72250Q,Provider,Direct
Memorial Healthcare Systems,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10022920,Provider,Direct
Memorial Neurological Assoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0700619,Provider,Direct
Mercy Family Practice,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72053,Provider,Direct
Meridian Primary Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10029499,Provider,Direct
Metro Atlanta Gastroenterology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10043934,Provider,Direct
Metro Surgical  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10054341,Provider,Direct
Metrolina Neurological Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0900167,Provider,Direct
Michael G Casagrande MD  PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10017106,Provider,Direct
Michael L Carr Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73867,Provider,Direct
Michael L Carr Md,https://fhir.fhirpoint.open.allscripts.com/R4/fhir-A15-FhirPoint-Echo?cust=73867,Provider,Direct
Michael R Leonard Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76211,Provider,Direct
Michael T Jelinek,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74368,Provider,Direct
Michigan Endocrine Consultants,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10042549,Provider,Direct
Michigan Lung & Critical Care Specialists,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10029967,Provider,Direct
Michigan Vascular Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/57632,Provider,Direct
Mid Carolina Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77606,Provider,Direct
Mid Jersey Associates PA,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/69599,Provider,Direct
Mid Michigan Ear Nose Throat PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10046080,Provider,Direct
MID VALLEY GASTROENTEROLOGY,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10027240,Provider,Direct
Middle Georgia Ent,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/900745,Provider,Direct
Middle Tennessee Pulmonary Assoc PLLC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10028181,Provider,Direct
Midland County Health Department,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10031120,Provider,Direct
Midland Family Physicians  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10041626,Provider,Direct
Midlands Family Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035017,Provider,Direct
Midlantic Urology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10857850,Provider,Direct
MidMichigan Obstetrics & Gynecology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10026655,Provider,Direct
Midwest ENT Centre,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033055,Provider,Direct
Midwest Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10083044,Provider,Direct
Midwest Nephrology Consultants,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10027823,Provider,Direct
Mill Creek Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/69964,Provider,Direct
Millersburg Clinic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56545EJ,Provider,Direct
Milltown Family Physicians,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10028476,Provider,Direct
Milwaukee Orthopaedic Group LTD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10018449,Provider,Direct
Minh Do Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76538,Provider,Direct
Mir Neurology Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75761,Provider,Direct
Missouri Vein Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77697,Provider,Direct
MN Ctr. for Obesity  Metabolism and Endocrinology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10026809,Provider,Direct
Mohammed AlNajjar Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75326,Provider,Direct
Mohan Deochand Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75015,Provider,Direct
Monarch Health Services,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10503841,Provider,Direct
Monroe Medical Asoc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0004855,Provider,Direct
Monteiro Md Office Of Jose A,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56654,Provider,Direct
Monticello Medical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/60896,Provider,Direct
Monument Avenue Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76510,Provider,Direct
Mordo Suchov MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10064274,Provider,Direct
Morgan Family Practice,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77374,Provider,Direct
Morris Ahdoot Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74419,Provider,Direct
MORRIS AVENUE MEDICAL CENTER,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10045835,Provider,Direct
Morteza Mirhaidari DPM,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56545L,Provider,Direct
Moshe H Shirazi Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10980958,Provider,Direct
Moultrie Internal Medicine Assoc Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74543,Provider,Direct
Mount Sinai Manhattan Heart,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062281,Provider,Direct
Mount Sinai NJH Respiratory Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0009326,Provider,Direct
Mount Washington Family Practice,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75838,Provider,Direct
Mountain Rheumatology,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72052,Provider,Direct
Mountain Sleep and Respiratory Medicine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10605849,Provider,Direct
Mountcastle Medical & Med Spa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11077843,Provider,Direct
Mt Hood Ear Nose And Throat,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011691,Provider,Direct
Muncie Primary Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10032584,Provider,Direct
Munif Pediatrics,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75323,Provider,Direct
My Community Health Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10115643,Provider,Direct
My Kids Doc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76060,Provider,Direct
Mycare Health Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10018231,Provider,Direct
Myers and Miller Podiatry Inc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56545N,Provider,Direct
Myrna C De Asis Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75723,Provider,Direct
Nabil Metwally  MD PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/70566A,Provider,Direct
Naeem A Qazi Md Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/75426,Provider,Direct
Nantucket Cottage Hospital,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011426H,Provider,Direct
NASA Neuroscience & Spine Associates ,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10036564,Provider,Direct
Nasreen R Dar Md,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10062407,Provider,Direct
Natalio J Chediak MD,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0006250,Provider,Direct
Naugatuck Valley Gastroenterology Consultants,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0011245,Provider,Direct
Neighborhood Medical Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035411,Provider,Direct
Nelson E Uzquiano Md Pa,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76267,Provider,Direct
Nephrology Assoc Of Tidewater Ltd,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0000397,Provider,Direct
Nephrology Associates of DE,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10028142,Provider,Direct
Nephrology Associates Of Lexington,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/0000205,Provider,Direct
Nephrology Consultants of NW Ohio,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10014209,Provider,Direct
Neugenesis Plastic Surgery,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/8661,Provider,Direct
Neuro Ctr Of N Orange County,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10981686,Provider,Direct
Neurological Care PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10981509,Provider,Direct
Neurological Institute of Savannah & Center for Spine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10049463,Provider,Direct
Neurological Medicine  P.A.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10056499,Provider,Direct
Neurology And Pain Management,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10040498,Provider,Direct
Neurology Assoc Of Mesilla Valley,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/73443,Provider,Direct
Neurology Consultants Of Dallas  P.A.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10039269,Provider,Direct
Neurology of Marshall County,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10065612,Provider,Direct
Neurology Specialists  P.C.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10029988,Provider,Direct
NeuroMicroSpine,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10067615,Provider,Direct
Neuromuscular Research Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/74979,Provider,Direct
Neuropsychiatric Assoc Inc Pc,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/9959,Provider,Direct
Neuroscience & Spine Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10033654,Provider,Direct
Neurosurgery and Endovascular Associates SC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10070083,Provider,Direct
Neurosurgical Assoc of Southwestern CT,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/56759,Provider,Direct
Neurosurgical Assoc PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/06724,Provider,Direct
Neurosurgical Assoc.  PC,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10050856,Provider,Direct
Neurosurgical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10017308,Provider,Direct
NEUROSURGICAL ASSOCIATES  P.C.,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10035369,Provider,Direct
Nevada Orthopedic & Spine Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10044387,Provider,Direct
New England All Ast Imm Ped Prim Care,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/11044842,Provider,Direct
New Era Healthcare,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10799847,Provider,Direct
New Genesis Medical Associates,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10089655,Provider,Direct
New Genesis Medical Associates  Inc. - (RCP) A Residential Care Program,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10658852,Provider,Direct
New Jersey Orthopedic Institute,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76551,Provider,Direct
New Johnsonville Family Health Center,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/72519,Provider,Direct
New West Sports Medicine & Orthopaedic Surgery,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10022524,Provider,Direct
New York Downtown Orthopaedic,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/77674,Provider,Direct
Newport Center Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/09192,Provider,Direct
Newport Center Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/09192,Provider,Direct
Newport Childrens Med at Mission,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/10065589,Provider,Direct
Newport Childrens Medical Group,https://fhir.fhirpoint.open.allscripts.com/fhirroute/fhir/76584,Provider,Direct
